Zelle;Kapazität in mAh;Temperatur;Volt/SOC;Relative Kapazität in %;Dauer d. Alterung in Tagen;Rel. Kapa. % / Tag;Verlust an abs. Kapa in mAh für entsprechende Tage;mAh/Tag;mAh/Jahr;Paper;Chemie;Art d. Alterung;Kondition der Alterung
UR18650E;2050;40;100;0.813;300.0;0.0623333;383.35;1.277833333;466.4091667;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
UR18650E;2050;25;100;0.934;300.0;0.0220000;135.3;0.451;164.615;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
APR18650M1A;1100;50;100;0.852;270.0;0.0548148;162.8;0.602962963;220.0814815;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
APR18650M1A;1100;40;100;0.904;270.0;0.0355556;105.6;0.391111111;142.7555556;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
APR18650M1A;1100;25;100;0.943;270.0;0.0211111;62.7;0.232222222;84.76111111;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
INR18650-26F;2600;60;100;1.023;0.0;0.0000000;-59.8;0;0;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-26F;2600;60;100;0.949;30.0;0.1700000;132.6;4.42;1613.3;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-26F;2600;60;100;0.883;60.0;0.1950000;304.2;5.07;1850.55;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-26F;2600;60;100;0.723;90.0;0.3077778;720.2;8.002222222;2920.811111;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-25R;2500;60;100;1.045;0.0;0.0000000;-112.5;0;0;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
INR18650-25R;2500;60;100;0.961;30.0;0.1300000;97.5;3.25;1186.25;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
INR18650-25R;2500;60;100;0.942;60.0;0.0966667;145;2.416666667;882.0833333;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
INR18650-25R;2500;60;100;0.928;90.0;0.0800000;180;2;730;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
INR18650-25R;2500;60;100;0.744;120.0;0.2133333;640;5.333333333;1946.666667;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
UR18650ZY;2600;60;100;1.065;0.0;0.0000000;-169;0;0;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
UR18650ZY;2600;60;100;1.016;30.0;-0.0533333;-41.6;-1.386666667;-506.1333333;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
UR18650ZY;2600;60;100;0.984;60.0;0.0266667;41.6;0.693333333;253.0666667;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
UR18650ZY;2600;60;100;0.931;90.0;0.0766667;179.4;1.993333333;727.5666667;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
UR18650ZY;2600;60;100;0.871;120.0;0.1075000;335.4;2.795;1020.175;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;60;100;1.088;0.0;0.0000000;-176;0;0;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;60;100;1.082;30.0;-0.2733333;-164;-5.466666667;-1995.333333;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;60;100;1.069;60.0;-0.1150000;-138;-2.3;-839.5;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;60;100;1.041;90.0;-0.0455556;-82;-0.911111111;-332.5555556;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;60;100;1.005;120.0;-0.0041667;-10;-0.083333333;-30.41666667;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
INR18650-26F;2600;50;100;1.060;0.0;0.0000000;-156;0;0;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-26F;2600;50;100;0.969;100.0;0.0310000;80.6;0.806;294.19;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-26F;2600;50;100;0.897;150.0;0.0686667;267.8;1.785333333;651.6466667;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-25R;2500;50;100;1.122;0.0;0.0000000;-305;#DIV/0!;#DIV/0!;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
INR18650-25R;2500;50;100;1.122;100.0;-0.1220000;-305;-3.05;-1113.25;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
INR18650-25R;2500;50;100;1.122;150.0;-0.0813333;-305;-2.033333333;-742.1666667;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
UR18650ZY;2600;50;100;1.181;0.0;0.0000000;-470.6;0;0;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
UR18650ZY;2600;50;100;1.093;100.0;-0.0930000;-241.8;-2.418;-882.57;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
UR18650ZY;2600;50;100;1.081;150.0;-0.0540000;-210.6;-1.404;-512.46;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;50;100;1.242;0.0;0.0000000;-484;0;0;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;50;100;1.237;100.0;-0.2370000;-474;-4.74;-1730.1;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;50;100;1.240;150.0;-0.1600000;-480;-3.2;-1168;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
APR18650M-A1;1100;30;10;1.000;0.0;0.0000000;-0.166617;0;0;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;10;1.012;35.0;-0.0347314;-13.371578;-0.382045086;-139.4464563;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;10;1.008;65.0;-0.0129050;-9.227064;-0.141954831;-51.81351323;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;10;1.007;105.0;-0.0069969;-8.081447;-0.076966162;-28.0926491;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;10;1.006;140.0;-0.0043728;-6.734156;-0.048101114;-17.55690671;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;26;0.998;30.0;0.0054029;1.782957;0.0594319;21.6926435;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;26;0.996;65.0;0.0060588;4.332075;0.066647308;24.32626731;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;26;0.993;105.0;0.0065555;7.571575;0.072110238;26.3202369;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;26;0.990;140.0;0.0072151;11.111309;0.079366493;28.96876989;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;40;0.995;30.0;0.0162776;5.371619;0.179053967;65.35469783;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;40;0.988;65.0;0.0177716;12.706705;0.195487769;71.35303577;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;40;0.981;105.0;0.0182085;21.03079;0.200293238;73.1070319;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;40;0.974;140.0;0.0187384;28.85707;0.206121929;75.23450393;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;90;0.991;30.0;0.0295714;9.758551;0.325285033;118.7290372;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;90;0.983;65.0;0.0257196;18.389481;0.282915092;103.2640087;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;90;0.977;105.0;0.0222652;25.716361;0.244917724;89.39496919;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;90;0.970;140.0;0.0211986;32.645822;0.233184443;85.11232164;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;95;0.988;30.0;0.0401454;13.247982;0.4415994;161.183781;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;95;0.979;65.0;0.0321334;22.975359;0.353467062;129.0154775;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;95;0.970;105.0;0.0282210;32.595288;0.310431314;113.3074297;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
APR18650M-A1;1100;30;95;0.963;140.0;0.0267017;41.120596;0.293718543;107.2072681;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;LFP;Calendar;Keine Angabe
NCR18650B;3200;30;28;1.000;0.0;0.0000000;-0.953792;0;0;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;28;1.036;35.0;-0.1025186;-114.820832;-3.2805952;-1197.417248;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;28;1.027;65.0;-0.0407894;-84.84192;-1.305260308;-476.4200123;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;28;1.019;105.0;-0.0178146;-59.857088;-0.570067505;-208.0746392;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;28;1.011;140.0;-0.0081229;-36.390592;-0.2599328;-94.875472;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;45;1.015;30.0;-0.0488640;-46.909408;-1.563646933;-570.7311307;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;45;1.006;65.0;-0.0085073;-17.695232;-0.272234338;-99.36553354;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;45;0.999;105.0;0.0013749;4.619808;0.043998171;16.05933257;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;45;0.994;140.0;0.0044807;20.073536;0.1433824;52.334576;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;60;0.991;30.0;0.0298255;28.632448;0.954414933;348.3614507;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;60;0.984;65.0;0.0239586;49.833824;0.766674215;279.8360886;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;60;0.979;105.0;0.0201103;67.570656;0.643530057;234.8884709;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;60;0.974;140.0;0.0188729;84.550432;0.603931657;220.4350549;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;70;0.991;30.0;0.0314142;30.157664;1.005255467;366.9182453;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;70;0.983;65.0;0.0259770;54.032256;0.831265477;303.4118991;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;70;0.977;105.0;0.0217002;72.912768;0.694407314;253.4586697;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;70;0.973;140.0;0.0196395;87.98496;0.628464;229.38936;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;100;0.986;30.0;0.0465170;44.656288;1.488542933;543.3181707;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;100;0.976;65.0;0.0362483;75.396512;1.159946338;423.3804135;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;100;0.969;105.0;0.0295350;99.237664;0.94512061;344.9690225;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
NCR18650B;3200;30;100;0.963;140.0;0.0264524;118.506592;0.846475657;308.9636149;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA;Calendar;Keine Angabe
UR18650AAN;2150;30;14;1.000;0.0;0.0000000;0.037582;0;0;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;14;1.008;35.0;-0.0238920;-17.9787515;-0.513678614;-187.4926942;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;14;1.005;65.0;-0.0078450;-10.963323;-0.168666508;-61.56327531;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;14;1.000;105.0;0.0004010;0.905322;0.008622114;3.147071714;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;14;0.993;140.0;0.0053301;16.043687;0.114597764;41.82818396;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;60;1.000;30.0;0.0002730;0.176085;0.0058695;2.1423675;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;60;0.999;65.0;0.0019989;2.793409;0.042975523;15.68606592;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;60;0.997;105.0;0.0024492;5.5289615;0.052656776;19.21972331;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;60;0.996;140.0;0.0027825;8.375325;0.05982375;21.83566875;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;70;0.996;30.0;0.0140842;9.084309;0.3028103;110.5257595;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;70;0.992;65.0;0.0118429;16.550399;0.254621523;92.93685592;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;70;0.990;105.0;0.0098915;22.3300075;0.212666738;77.6233594;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;70;0.987;140.0;0.0095258;28.672787;0.204805621;74.75405182;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;90;0.993;30.0;0.0235241;15.173066;0.505768867;184.6056363;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;90;0.989;65.0;0.0162000;22.6394355;0.348299008;127.1291378;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;90;0.987;105.0;0.0127389;28.7579915;0.273885633;99.96825617;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;90;0.984;140.0;0.0114364;34.4236715;0.245883368;89.74742927;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;100;0.988;30.0;0.0392584;25.321668;0.8440556;308.080294;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;100;0.984;65.0;0.0246723;34.479593;0.530455277;193.6161761;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;100;0.981;105.0;0.0181334;40.936043;0.389867076;142.3014828;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650AAN;2150;30;100;0.978;140.0;0.0155198;46.7146195;0.333675854;121.7916866;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC;Calendar;Keine Angabe
UR18650E;2050;50;0;0.954;418.6;0.0109885;94.8048048;0.226469461;82.66135339;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;50;10;0.932;417.6;0.0162818;140.3603604;0.336076189;122.6678091;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;50;20;0.962;107.9;0.0352219;78.7987988;0.73038061;266.5889228;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;50;30;0.852;408.2;0.0362556;302.8828829;0.74197337;270.8202802;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;50;50;0.845;407.7;0.0380150;317.6576577;0.779081549;284.3647655;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;50;60;0.924;107.8;0.0705001;155.1351351;1.439085265;525.2661216;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;50;70;0.804;417.8;0.0469112;402.6126126;0.96362353;351.7225883;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;50;80;0.763;419.6;0.0564869;486.3363363;1.159140368;423.0862342;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;50;85;0.748;418.1;0.0602661;515.8858859;1.233746496;450.3174712;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;50;90;0.756;356.2;0.0685011;499.8798799;1.403374424;512.2316649;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;50;95;0.743;353.4;0.0727235;526.966967;1.491162475;544.2743032;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;50;100;0.551;157.3;0.2853655;920.960961;5.853239956;2136.432584;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;35;50;0.955;344.6;0.0130592;92.30125;0.267861995;97.76962814;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;35;50;0.952;344.6;0.0139298;99.22;0.28794049;105.0982788;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;40;50;0.930;342.8;0.0204185;143.5;0.418578462;152.7811385;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;40;50;0.926;342.5;0.0216074;152.26375;0.444597644;162.27814;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;50;50;0.846;407.5;0.0377891;316.46875;0.776563525;283.4456865;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
UR18650E;2050;50;50;0.844;407.5;0.0382799;318.775;0.782222692;285.5112826;Calendar and cycle life study of Li(NiMnCo)O2-based 18650 lithiumion batteries;NMC;Calendar;float condition
NCR188650BD;3200;24;90;0.846;576.0;0.0267094;492.3076923;0.854700855;311.965812;nvestigation of Path-Dependent Degradation in Lithium-Ion Batteries;NCA;1d Cycling + 5 days Calendar, Group 1, C/2;open circuit voltage
NCR188650BD;3200;24;90;0.870;576.0;0.0226496;417.4769231;0.724786325;264.5470085;nvestigation of Path-Dependent Degradation in Lithium-Ion Batteries;NCA;1d Cycling + 5 days Calendar, Group 1, C2;open circuit voltage
NCR188650BD;3200;24;90;0.876;576.0;0.0214896;396.0967033;0.687667888;250.998779;nvestigation of Path-Dependent Degradation in Lithium-Ion Batteries;NCA;1d Cycling + 5 days Calendar, Group 1, C/2;open circuit voltage
NCR188650BD;3200;24;90;0.891;576.0;0.0189866;349.9604396;0.607570208;221.7631258;nvestigation of Path-Dependent Degradation in Lithium-Ion Batteries;NCA;1d Cycling + 5 days Calendar, Group 2, C/4;open circuit voltage
NCR188650BD;3200;24;90;0.892;576.0;0.0187118;344.8967033;0.598778999;218.5543346;nvestigation of Path-Dependent Degradation in Lithium-Ion Batteries;NCA;1d Cycling + 5 days Calendar, Group 2, C/4;open circuit voltage
NCR188650BD;3200;24;90;0.896;576.0;0.0180403;332.5186813;0.577289377;210.7106227;nvestigation of Path-Dependent Degradation in Lithium-Ion Batteries;NCA;1d Cycling + 5 days Calendar, Group 2, C/4;open circuit voltage
NCR188650BD;3200;24;90;0.831;576.0;0.0293346;540.6945055;0.938705739;342.6275946;nvestigation of Path-Dependent Degradation in Lithium-Ion Batteries;NCA;2d Cycling + 10 days Calendar, Group 3, C/2;open circuit voltage
NCR188650BD;3200;24;90;0.838;576.0;0.0282051;519.8769231;0.902564103;329.4358974;nvestigation of Path-Dependent Degradation in Lithium-Ion Batteries;NCA;2d Cycling + 10 days Calendar, Group 3, C/2;open circuit voltage
NCR188650BD;3200;24;90;0.839;576.0;0.0278999;514.2505495;0.892796093;325.8705739;nvestigation of Path-Dependent Degradation in Lithium-Ion Batteries;NCA;2d Cycling + 10 days Calendar, Group 3, C/2;open circuit voltage
NCR188650BD;3200;24;90;0.895;576.0;0.0183150;337.5824176;0.586080586;213.9194139;nvestigation of Path-Dependent Degradation in Lithium-Ion Batteries;NCA;2d Cycling + 10 days Calendar, Group 4, C/4;open circuit voltage
NCR188650BD;3200;24;90;0.898;576.0;0.0177045;326.3296703;0.566544567;206.7887668;nvestigation of Path-Dependent Degradation in Lithium-Ion Batteries;NCA;2d Cycling + 10 days Calendar, Group 4, C/4;open circuit voltage
NCR188650BD;3200;24;90;0.900;576.0;0.0172772;318.4527473;0.552869353;201.7973138;nvestigation of Path-Dependent Degradation in Lithium-Ion Batteries;NCA;2d Cycling + 10 days Calendar, Group 4, C/4;open circuit voltage
